"","GRCODE","GRNAME","AccidentYear","DevelopmentYear","DevelopmentLag","IncurLoss_F2","CumPaidLoss_F2","BulkLoss_F2","EarnedPremDIR_F2","EarnedPremCeded_F2","EarnedPremNet_F2","Single","PostedReserve97_F2"
"1858",31429,"Michigan Professional Ins Exch",1993,2000,8,2,2,0,143,0,143,1,755
"1859",31429,"Michigan Professional Ins Exch",1993,2001,9,2,2,0,143,0,143,1,755
"1860",31429,"Michigan Professional Ins Exch",1993,2002,10,2,2,0,143,0,143,1,755
"1861",31429,"Michigan Professional Ins Exch",1994,1994,1,879,40,269,401,0,401,1,755
"1862",31429,"Michigan Professional Ins Exch",1994,1995,2,1007,350,150,401,0,401,1,755
"1863",31429,"Michigan Professional Ins Exch",1994,1996,3,785,663,70,401,0,401,1,755
"1864",31429,"Michigan Professional Ins Exch",1994,1997,4,773,737,34,401,0,401,1,755
"1865",31429,"Michigan Professional Ins Exch",1994,1998,5,729,721,4,401,0,401,1,755
"1866",31429,"Michigan Professional Ins Exch",1994,1999,6,721,721,0,401,0,401,1,755
"1867",31429,"Michigan Professional Ins Exch",1994,2000,7,721,721,0,401,0,401,1,755
"1868",31429,"Michigan Professional Ins Exch",1994,2001,8,721,721,0,401,0,401,1,755
"1869",31429,"Michigan Professional Ins Exch",1994,2002,9,721,721,0,401,0,401,1,755
"1870",31429,"Michigan Professional Ins Exch",1994,2003,10,721,721,0,401,0,401,1,755
"1871",31429,"Michigan Professional Ins Exch",1995,1995,1,296,8,201,409,0,409,1,755
"1872",31429,"Michigan Professional Ins Exch",1995,1996,2,154,41,59,409,0,409,1,755
"1873",31429,"Michigan Professional Ins Exch",1995,1997,3,126,83,44,409,0,409,1,755
"1874",31429,"Michigan Professional Ins Exch",1995,1998,4,85,83,2,409,0,409,1,755
"1875",31429,"Michigan Professional Ins Exch",1995,1999,5,83,83,0,409,0,409,1,755
"1876",31429,"Michigan Professional Ins Exch",1995,2000,6,83,83,0,409,0,409,1,755
"1877",31429,"Michigan Professional Ins Exch",1995,2001,7,83,83,0,409,0,409,1,755
"1878",31429,"Michigan Professional Ins Exch",1995,2002,8,83,83,0,409,0,409,1,755
"1879",31429,"Michigan Professional Ins Exch",1995,2003,9,83,83,0,409,0,409,1,755
"1880",31429,"Michigan Professional Ins Exch",1995,2004,10,83,83,0,409,0,409,1,755
"1881",31429,"Michigan Professional Ins Exch",1996,1996,1,213,3,180,691,256,435,1,755
"1882",31429,"Michigan Professional Ins Exch",1996,1997,2,170,8,51,691,256,435,1,755
"1883",31429,"Michigan Professional Ins Exch",1996,1998,3,341,226,14,691,256,435,1,755
"1884",31429,"Michigan Professional Ins Exch",1996,1999,4,226,226,0,691,256,435,1,755
"1885",31429,"Michigan Professional Ins Exch",1996,2000,5,226,226,0,691,256,435,1,755
"1886",31429,"Michigan Professional Ins Exch",1996,2001,6,226,226,0,691,256,435,1,755
"1887",31429,"Michigan Professional Ins Exch",1996,2002,7,226,226,0,691,256,435,1,755
"1888",31429,"Michigan Professional Ins Exch",1996,2003,8,226,226,0,691,256,435,1,755
"1889",31429,"Michigan Professional Ins Exch",1996,2004,9,226,226,0,691,256,435,1,755
"1890",31429,"Michigan Professional Ins Exch",1996,2005,10,226,226,0,691,256,435,1,755
"1891",31429,"Michigan Professional Ins Exch",1997,1997,1,542,9,45,981,488,493,1,755
"1892",31429,"Michigan Professional Ins Exch",1997,1998,2,724,387,139,981,488,493,1,755
"1893",31429,"Michigan Professional Ins Exch",1997,1999,3,602,444,32,981,488,493,1,755
"1894",31429,"Michigan Professional Ins Exch",1997,2000,4,554,540,10,981,488,493,1,755
"1895",31429,"Michigan Professional Ins Exch",1997,2001,5,540,540,0,981,488,493,1,755
"1896",31429,"Michigan Professional Ins Exch",1997,2002,6,540,540,0,981,488,493,1,755
"1897",31429,"Michigan Professional Ins Exch",1997,2003,7,540,540,0,981,488,493,1,755
"1898",31429,"Michigan Professional Ins Exch",1997,2004,8,540,540,0,981,488,493,1,755
"1899",31429,"Michigan Professional Ins Exch",1997,2005,9,540,540,0,981,488,493,1,755
"1900",31429,"Michigan Professional Ins Exch",1997,2006,10,540,540,0,981,488,493,1,755
"1901",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1988,1,0,0,0,0,0,0,1,629
"1902",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1989,2,0,0,0,0,0,0,1,629
"1903",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1990,3,0,0,0,0,0,0,1,629
"1904",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1991,4,0,0,0,0,0,0,1,629
"1905",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1992,5,0,0,0,0,0,0,1,629
"1906",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1993,6,0,0,0,0,0,0,1,629
"1907",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1994,7,0,0,0,0,0,0,1,629
"1908",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1995,8,0,0,0,0,0,0,1,629
"1909",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1996,9,0,0,0,0,0,0,1,629
"1910",32301,"Nichido Fire & Marine Ins Co Ltd",1988,1997,10,0,0,0,0,0,0,1,629
"1911",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1989,1,0,0,0,0,0,0,1,629
"1912",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1990,2,0,0,0,0,0,0,1,629
"1913",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1991,3,0,0,0,0,0,0,1,629
"1914",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1992,4,0,0,0,0,0,0,1,629
"1915",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1993,5,0,0,0,0,0,0,1,629
"1916",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1994,6,0,0,0,0,0,0,1,629
"1917",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1995,7,0,0,0,0,0,0,1,629
"1918",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1996,8,0,0,0,0,0,0,1,629
"1919",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1997,9,0,0,0,0,0,0,1,629
"1920",32301,"Nichido Fire & Marine Ins Co Ltd",1989,1998,10,0,0,0,0,0,0,1,629
"1921",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1990,1,0,0,0,0,0,0,1,629
"1922",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1991,2,0,0,0,0,0,0,1,629
"1923",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1992,3,0,0,0,0,0,0,1,629
"1924",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1993,4,0,0,0,0,0,0,1,629
"1925",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1994,5,0,0,0,0,0,0,1,629
"1926",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1995,6,0,0,0,0,0,0,1,629
"1927",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1996,7,0,0,0,0,0,0,1,629
"1928",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1997,8,0,0,0,0,0,0,1,629
"1929",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1998,9,0,0,0,0,0,0,1,629
"1930",32301,"Nichido Fire & Marine Ins Co Ltd",1990,1999,10,0,0,0,0,0,0,1,629
"1931",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1991,1,0,0,0,0,0,0,1,629
"1932",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1992,2,0,0,0,0,0,0,1,629
"1933",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1993,3,0,0,0,0,0,0,1,629
"1934",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1994,4,0,0,0,0,0,0,1,629
"1935",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1995,5,0,0,0,0,0,0,1,629
"1936",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1996,6,0,0,0,0,0,0,1,629
"1937",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1997,7,0,0,0,0,0,0,1,629
"1938",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1998,8,0,0,0,0,0,0,1,629
"1939",32301,"Nichido Fire & Marine Ins Co Ltd",1991,1999,9,0,0,0,0,0,0,1,629
"1940",32301,"Nichido Fire & Marine Ins Co Ltd",1991,2000,10,0,0,0,0,0,0,1,629
"1941",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1992,1,0,0,0,0,0,0,1,629
"1942",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1993,2,0,0,0,0,0,0,1,629
"1943",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1994,3,0,0,0,0,0,0,1,629
"1944",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1995,4,0,0,0,0,0,0,1,629
"1945",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1996,5,0,0,0,0,0,0,1,629
"1946",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1997,6,0,0,0,0,0,0,1,629
"1947",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1998,7,0,0,0,0,0,0,1,629
"1948",32301,"Nichido Fire & Marine Ins Co Ltd",1992,1999,8,0,0,0,0,0,0,1,629
"1949",32301,"Nichido Fire & Marine Ins Co Ltd",1992,2000,9,0,0,0,0,0,0,1,629
"1950",32301,"Nichido Fire & Marine Ins Co Ltd",1992,2001,10,0,0,0,0,0,0,1,629
"1951",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1993,1,0,0,0,0,0,0,1,629
"1952",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1994,2,0,0,0,0,0,0,1,629
"1953",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1995,3,0,0,0,0,0,0,1,629
"1954",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1996,4,0,0,0,0,0,0,1,629
"1955",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1997,5,0,0,0,0,0,0,1,629
"1956",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1998,6,0,0,0,0,0,0,1,629
"1957",32301,"Nichido Fire & Marine Ins Co Ltd",1993,1999,7,0,0,0,0,0,0,1,629
"1958",32301,"Nichido Fire & Marine Ins Co Ltd",1993,2000,8,0,0,0,0,0,0,1,629
"1959",32301,"Nichido Fire & Marine Ins Co Ltd",1993,2001,9,0,0,0,0,0,0,1,629
"1960",32301,"Nichido Fire & Marine Ins Co Ltd",1993,2002,10,0,0,0,0,0,0,1,629
"1961",32301,"Nichido Fire & Marine Ins Co Ltd",1994,1994,1,72,5,35,100,0,100,1,629
"1962",32301,"Nichido Fire & Marine Ins Co Ltd",1994,1995,2,71,9,41,100,0,100,1,629
"1963",32301,"Nichido Fire & Marine Ins Co Ltd",1994,1996,3,71,13,35,100,0,100,1,629
"1964",32301,"Nichido Fire & Marine Ins Co Ltd",1994,1997,4,56,23,22,100,0,100,1,629
"1965",32301,"Nichido Fire & Marine Ins Co Ltd",1994,1998,5,69,64,3,100,0,100,1,629
"1966",32301,"Nichido Fire & Marine Ins Co Ltd",1994,1999,6,71,64,1,100,0,100,1,629
"1967",32301,"Nichido Fire & Marine Ins Co Ltd",1994,2000,7,0,0,0,100,0,100,1,629
"1968",32301,"Nichido Fire & Marine Ins Co Ltd",1994,2001,8,74,64,0,100,0,100,1,629
"1969",32301,"Nichido Fire & Marine Ins Co Ltd",1994,2002,9,164,162,0,100,0,100,1,629
"1970",32301,"Nichido Fire & Marine Ins Co Ltd",1994,2003,10,0,0,0,100,0,100,1,629
"1971",32301,"Nichido Fire & Marine Ins Co Ltd",1995,1995,1,174,14,118,216,0,216,1,629
"1972",32301,"Nichido Fire & Marine Ins Co Ltd",1995,1996,2,174,10,105,216,0,216,1,629
"1973",32301,"Nichido Fire & Marine Ins Co Ltd",1995,1997,3,203,111,37,216,0,216,1,629
"1974",32301,"Nichido Fire & Marine Ins Co Ltd",1995,1998,4,212,170,7,216,0,216,1,629
"1975",32301,"Nichido Fire & Marine Ins Co Ltd",1995,1999,5,232,203,9,216,0,216,1,629
"1976",32301,"Nichido Fire & Marine Ins Co Ltd",1995,2000,6,312,310,2,216,0,216,1,629
"1977",32301,"Nichido Fire & Marine Ins Co Ltd",1995,2001,7,350,325,0,216,0,216,1,629
"1978",32301,"Nichido Fire & Marine Ins Co Ltd",1995,2002,8,479,485,-34,216,0,216,1,629
"1979",32301,"Nichido Fire & Marine Ins Co Ltd",1995,2003,9,488,467,-29,216,0,216,1,629
"1980",32301,"Nichido Fire & Marine Ins Co Ltd",1995,2004,10,485,476,2,216,0,216,1,629
"1981",32301,"Nichido Fire & Marine Ins Co Ltd",1996,1996,1,178,0,162,254,0,254,1,629
"1982",32301,"Nichido Fire & Marine Ins Co Ltd",1996,1997,2,247,59,90,254,0,254,1,629
"1983",32301,"Nichido Fire & Marine Ins Co Ltd",1996,1998,3,183,115,20,254,0,254,1,629
"1984",32301,"Nichido Fire & Marine Ins Co Ltd",1996,1999,4,241,181,22,254,0,254,1,629
"1985",32301,"Nichido Fire & Marine Ins Co Ltd",1996,2000,5,284,241,5,254,0,254,1,629
"1986",32301,"Nichido Fire & Marine Ins Co Ltd",1996,2001,6,443,405,0,254,0,254,1,629
"1987",32301,"Nichido Fire & Marine Ins Co Ltd",1996,2002,7,450,402,-9,254,0,254,1,629
"1988",32301,"Nichido Fire & Marine Ins Co Ltd",1996,2003,8,516,467,22,254,0,254,1,629
"1989",32301,"Nichido Fire & Marine Ins Co Ltd",1996,2004,9,507,487,9,254,0,254,1,629
"1990",32301,"Nichido Fire & Marine Ins Co Ltd",1996,2005,10,477,504,-41,254,0,254,1,629
"1991",32301,"Nichido Fire & Marine Ins Co Ltd",1997,1997,1,290,35,162,286,0,286,1,629
"1992",32301,"Nichido Fire & Marine Ins Co Ltd",1997,1998,2,237,102,79,286,0,286,1,629
"1993",32301,"Nichido Fire & Marine Ins Co Ltd",1997,1999,3,299,204,36,286,0,286,1,629
"1994",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2000,4,375,287,34,286,0,286,1,629
"1995",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2001,5,435,396,0,286,0,286,1,629
"1996",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2002,6,560,537,-31,286,0,286,1,629
"1997",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2003,7,604,617,-70,286,0,286,1,629
"1998",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2004,8,617,652,-38,286,0,286,1,629
"1999",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2005,9,730,741,-23,286,0,286,1,629
"2000",32301,"Nichido Fire & Marine Ins Co Ltd",1997,2006,10,705,734,-15,286,0,286,1,629
"2001",32514,"Texas Hospital Ins Exch",1988,1988,1,5251,223,3464,4031,0,4031,1,14260
"2002",32514,"Texas Hospital Ins Exch",1988,1989,2,4601,1013,2182,4031,0,4031,1,14260
"2003",32514,"Texas Hospital Ins Exch",1988,1990,3,3042,1880,253,4031,0,4031,1,14260
"2004",32514,"Texas Hospital Ins Exch",1988,1991,4,3247,2404,191,4031,0,4031,1,14260
"2005",32514,"Texas Hospital Ins Exch",1988,1992,5,3552,2771,437,4031,0,4031,1,14260
"2006",32514,"Texas Hospital Ins Exch",1988,1993,6,3170,3120,47,4031,0,4031,1,14260
"2007",32514,"Texas Hospital Ins Exch",1988,1994,7,3284,3126,56,4031,0,4031,1,14260
"2008",32514,"Texas Hospital Ins Exch",1988,1995,8,3278,3226,50,4031,0,4031,1,14260
"2009",32514,"Texas Hospital Ins Exch",1988,1996,9,3253,3226,27,4031,0,4031,1,14260
"2010",32514,"Texas Hospital Ins Exch",1988,1997,10,3243,3216,27,4031,0,4031,1,14260
"2011",32514,"Texas Hospital Ins Exch",1989,1989,1,5209,177,3366,4558,4,4554,1,14260
"2012",32514,"Texas Hospital Ins Exch",1989,1990,2,5788,989,2832,4558,4,4554,1,14260
"2013",32514,"Texas Hospital Ins Exch",1989,1991,3,3525,1659,644,4558,4,4554,1,14260
"2014",32514,"Texas Hospital Ins Exch",1989,1992,4,3329,2034,754,4558,4,4554,1,14260
"2015",32514,"Texas Hospital Ins Exch",1989,1993,5,3147,2310,340,4558,4,4554,1,14260
"2016",32514,"Texas Hospital Ins Exch",1989,1994,6,3065,2669,29,4558,4,4554,1,14260
"2017",32514,"Texas Hospital Ins Exch",1989,1995,7,3126,2704,206,4558,4,4554,1,14260
"2018",32514,"Texas Hospital Ins Exch",1989,1996,8,3025,2727,80,4558,4,4554,1,14260
"2019",32514,"Texas Hospital Ins Exch",1989,1997,9,3025,2741,80,4558,4,4554,1,14260
"2020",32514,"Texas Hospital Ins Exch",1989,1998,10,2822,2807,0,4558,4,4554,1,14260
"2021",32514,"Texas Hospital Ins Exch",1990,1990,1,6246,128,4030,5268,495,4773,1,14260
"2022",32514,"Texas Hospital Ins Exch",1990,1991,2,4282,630,2087,5268,495,4773,1,14260
"2023",32514,"Texas Hospital Ins Exch",1990,1992,3,3576,1605,1217,5268,495,4773,1,14260
"2024",32514,"Texas Hospital Ins Exch",1990,1993,4,3183,2011,529,5268,495,4773,1,14260
"2025",32514,"Texas Hospital Ins Exch",1990,1994,5,3077,2251,354,5268,495,4773,1,14260
"2026",32514,"Texas Hospital Ins Exch",1990,1995,6,3069,2447,175,5268,495,4773,1,14260
"2027",32514,"Texas Hospital Ins Exch",1990,1996,7,3394,3220,160,5268,495,4773,1,14260
"2028",32514,"Texas Hospital Ins Exch",1990,1997,8,3481,3228,253,5268,495,4773,1,14260
"2029",32514,"Texas Hospital Ins Exch",1990,1998,9,3228,3228,0,5268,495,4773,1,14260
"2030",32514,"Texas Hospital Ins Exch",1990,1999,10,3228,3228,0,5268,495,4773,1,14260
"2031",32514,"Texas Hospital Ins Exch",1991,1991,1,5423,78,3864,5930,892,5038,1,14260
"2032",32514,"Texas Hospital Ins Exch",1991,1992,2,3481,483,1321,5930,892,5038,1,14260
"2033",32514,"Texas Hospital Ins Exch",1991,1993,3,3397,1745,950,5930,892,5038,1,14260
"2034",32514,"Texas Hospital Ins Exch",1991,1994,4,3963,2234,710,5930,892,5038,1,14260
"2035",32514,"Texas Hospital Ins Exch",1991,1995,5,3596,2534,769,5930,892,5038,1,14260
"2036",32514,"Texas Hospital Ins Exch",1991,1996,6,3152,2727,240,5930,892,5038,1,14260
"2037",32514,"Texas Hospital Ins Exch",1991,1997,7,3196,2784,240,5930,892,5038,1,14260
"2038",32514,"Texas Hospital Ins Exch",1991,1998,8,2950,2918,0,5930,892,5038,1,14260
"2039",32514,"Texas Hospital Ins Exch",1991,1999,9,3011,2999,0,5930,892,5038,1,14260
"2040",32514,"Texas Hospital Ins Exch",1991,2000,10,3004,3004,0,5930,892,5038,1,14260
"2041",32514,"Texas Hospital Ins Exch",1992,1992,1,4809,88,2561,5053,702,4351,1,14260
"2042",32514,"Texas Hospital Ins Exch",1992,1993,2,3506,664,1359,5053,702,4351,1,14260
"2043",32514,"Texas Hospital Ins Exch",1992,1994,3,3045,1319,933,5053,702,4351,1,14260
"2044",32514,"Texas Hospital Ins Exch",1992,1995,4,2642,1767,376,5053,702,4351,1,14260
"2045",32514,"Texas Hospital Ins Exch",1992,1996,5,3031,2145,400,5053,702,4351,1,14260
"2046",32514,"Texas Hospital Ins Exch",1992,1997,6,3105,2607,300,5053,702,4351,1,14260
"2047",32514,"Texas Hospital Ins Exch",1992,1998,7,2802,2760,13,5053,702,4351,1,14260
"2048",32514,"Texas Hospital Ins Exch",1992,1999,8,2765,2765,0,5053,702,4351,1,14260
"2049",32514,"Texas Hospital Ins Exch",1992,2000,9,2765,2765,0,5053,702,4351,1,14260
"2050",32514,"Texas Hospital Ins Exch",1992,2001,10,2765,2765,0,5053,702,4351,1,14260
"2051",32514,"Texas Hospital Ins Exch",1993,1993,1,5646,92,2637,4505,666,3839,1,14260
"2052",32514,"Texas Hospital Ins Exch",1993,1994,2,3712,817,1271,4505,666,3839,1,14260
"2053",32514,"Texas Hospital Ins Exch",1993,1995,3,2909,1375,654,4505,666,3839,1,14260
"2054",32514,"Texas Hospital Ins Exch",1993,1996,4,2635,1959,400,4505,666,3839,1,14260
"2055",32514,"Texas Hospital Ins Exch",1993,1997,5,3034,2521,300,4505,666,3839,1,14260
"2056",32514,"Texas Hospital Ins Exch",1993,1998,6,2530,2380,80,4505,666,3839,1,14260
"2057",32514,"Texas Hospital Ins Exch",1993,1999,7,2401,2401,0,4505,666,3839,1,14260
"2058",32514,"Texas Hospital Ins Exch",1993,2000,8,2401,2401,0,4505,666,3839,1,14260
"2059",32514,"Texas Hospital Ins Exch",1993,2001,9,2401,2401,0,4505,666,3839,1,14260
"2060",32514,"Texas Hospital Ins Exch",1993,2002,10,2401,2401,0,4505,666,3839,1,14260
"2061",32514,"Texas Hospital Ins Exch",1994,1994,1,4795,126,2025,5162,811,4351,1,14260
"2062",32514,"Texas Hospital Ins Exch",1994,1995,2,3779,719,1291,5162,811,4351,1,14260
"2063",32514,"Texas Hospital Ins Exch",1994,1996,3,3276,1717,640,5162,811,4351,1,14260
"2064",32514,"Texas Hospital Ins Exch",1994,1997,4,3190,2324,440,5162,811,4351,1,14260
"2065",32514,"Texas Hospital Ins Exch",1994,1998,5,2947,2512,193,5162,811,4351,1,14260
"2066",32514,"Texas Hospital Ins Exch",1994,1999,6,2674,2618,17,5162,811,4351,1,14260
"2067",32514,"Texas Hospital Ins Exch",1994,2000,7,2716,2622,56,5162,811,4351,1,14260
"2068",32514,"Texas Hospital Ins Exch",1994,2001,8,2660,2624,0,5162,811,4351,1,14260
"2069",32514,"Texas Hospital Ins Exch",1994,2002,9,2632,2627,0,5162,811,4351,1,14260
"2070",32514,"Texas Hospital Ins Exch",1994,2003,10,2627,2627,0,5162,811,4351,1,14260
"2071",32514,"Texas Hospital Ins Exch",1995,1995,1,5632,146,2404,5394,916,4478,1,14260
"2072",32514,"Texas Hospital Ins Exch",1995,1996,2,4795,1322,1280,5394,916,4478,1,14260
"2073",32514,"Texas Hospital Ins Exch",1995,1997,3,5154,3079,180,5394,916,4478,1,14260
"2074",32514,"Texas Hospital Ins Exch",1995,1998,4,5943,4201,880,5394,916,4478,1,14260
"2075",32514,"Texas Hospital Ins Exch",1995,1999,5,5053,4394,158,5394,916,4478,1,14260
"2076",32514,"Texas Hospital Ins Exch",1995,2000,6,5161,4739,191,5394,916,4478,1,14260
"2077",32514,"Texas Hospital Ins Exch",1995,2001,7,5011,4816,50,5394,916,4478,1,14260
"2078",32514,"Texas Hospital Ins Exch",1995,2002,8,5034,4816,63,5394,916,4478,1,14260
"2079",32514,"Texas Hospital Ins Exch",1995,2003,9,5076,4981,25,5394,916,4478,1,14260
"2080",32514,"Texas Hospital Ins Exch",1995,2004,10,5049,4981,0,5394,916,4478,1,14260
"2081",32514,"Texas Hospital Ins Exch",1996,1996,1,4704,99,2300,6675,1091,5584,1,14260
"2082",32514,"Texas Hospital Ins Exch",1996,1997,2,5438,1929,1550,6675,1091,5584,1,14260
"2083",32514,"Texas Hospital Ins Exch",1996,1998,3,5738,3759,970,6675,1091,5584,1,14260
"2084",32514,"Texas Hospital Ins Exch",1996,1999,4,4885,4092,347,6675,1091,5584,1,14260
"2085",32514,"Texas Hospital Ins Exch",1996,2000,5,4542,4382,97,6675,1091,5584,1,14260
"2086",32514,"Texas Hospital Ins Exch",1996,2001,6,4425,4425,0,6675,1091,5584,1,14260
"2087",32514,"Texas Hospital Ins Exch",1996,2002,7,4542,4425,69,6675,1091,5584,1,14260
"2088",32514,"Texas Hospital Ins Exch",1996,2003,8,4498,4425,25,6675,1091,5584,1,14260
"2089",32514,"Texas Hospital Ins Exch",1996,2004,9,4473,4425,0,6675,1091,5584,1,14260
"2090",32514,"Texas Hospital Ins Exch",1996,2005,10,4443,4356,0,6675,1091,5584,1,14260
"2091",32514,"Texas Hospital Ins Exch",1997,1997,1,5549,419,1850,6497,954,5543,1,14260
"2092",32514,"Texas Hospital Ins Exch",1997,1998,2,5911,2262,1365,6497,954,5543,1,14260
"2093",32514,"Texas Hospital Ins Exch",1997,1999,3,5181,3903,612,6497,954,5543,1,14260
"2094",32514,"Texas Hospital Ins Exch",1997,2000,4,4942,4518,274,6497,954,5543,1,14260
"2095",32514,"Texas Hospital Ins Exch",1997,2001,5,4658,4592,50,6497,954,5543,1,14260
"2096",32514,"Texas Hospital Ins Exch",1997,2002,6,4670,4598,69,6497,954,5543,1,14260
"2097",32514,"Texas Hospital Ins Exch",1997,2003,7,4631,4600,25,6497,954,5543,1,14260
"2098",32514,"Texas Hospital Ins Exch",1997,2004,8,4608,4603,0,6497,954,5543,1,14260
"2099",32514,"Texas Hospital Ins Exch",1997,2005,9,4645,4646,0,6497,954,5543,1,14260
"2100",32514,"Texas Hospital Ins Exch",1997,2006,10,4646,4646,0,6497,954,5543,1,14260
"2101",33049,"State Volunteer Mut Ins Co",1988,1988,1,35603,242,0,50970,13018,37952,1,261124
"2102",33049,"State Volunteer Mut Ins Co",1988,1989,2,34914,4638,0,50970,13018,37952,1,261124
"2103",33049,"State Volunteer Mut Ins Co",1988,1990,3,36042,8895,0,50970,13018,37952,1,261124
"2104",33049,"State Volunteer Mut Ins Co",1988,1991,4,32840,11351,0,50970,13018,37952,1,261124
"2105",33049,"State Volunteer Mut Ins Co",1988,1992,5,30437,13246,0,50970,13018,37952,1,261124
"2106",33049,"State Volunteer Mut Ins Co",1988,1993,6,28357,12338,0,50970,13018,37952,1,261124
"2107",33049,"State Volunteer Mut Ins Co",1988,1994,7,25166,13694,0,50970,13018,37952,1,261124
"2108",33049,"State Volunteer Mut Ins Co",1988,1995,8,21319,13897,0,50970,13018,37952,1,261124
"2109",33049,"State Volunteer Mut Ins Co",1988,1996,9,21541,16585,0,50970,13018,37952,1,261124
"2110",33049,"State Volunteer Mut Ins Co",1988,1997,10,22054,17635,0,50970,13018,37952,1,261124
"2111",33049,"State Volunteer Mut Ins Co",1989,1989,1,40544,774,0,55042,13970,41072,1,261124
"2112",33049,"State Volunteer Mut Ins Co",1989,1990,2,41783,3905,0,55042,13970,41072,1,261124
"2113",33049,"State Volunteer Mut Ins Co",1989,1991,3,38297,9080,0,55042,13970,41072,1,261124
"2114",33049,"State Volunteer Mut Ins Co",1989,1992,4,36610,13979,0,55042,13970,41072,1,261124
"2115",33049,"State Volunteer Mut Ins Co",1989,1993,5,34451,17846,0,55042,13970,41072,1,261124
"2116",33049,"State Volunteer Mut Ins Co",1989,1994,6,32887,20502,0,55042,13970,41072,1,261124
"2117",33049,"State Volunteer Mut Ins Co",1989,1995,7,32285,22171,0,55042,13970,41072,1,261124
"2118",33049,"State Volunteer Mut Ins Co",1989,1996,8,31061,22636,0,55042,13970,41072,1,261124
"2119",33049,"State Volunteer Mut Ins Co",1989,1997,9,30562,23064,0,55042,13970,41072,1,261124
"2120",33049,"State Volunteer Mut Ins Co",1989,1998,10,23930,23147,0,55042,13970,41072,1,261124
"2121",33049,"State Volunteer Mut Ins Co",1990,1990,1,47606,1120,0,57685,13480,44205,1,261124
"2122",33049,"State Volunteer Mut Ins Co",1990,1991,2,45624,5617,0,57685,13480,44205,1,261124
"2123",33049,"State Volunteer Mut Ins Co",1990,1992,3,40653,10657,0,57685,13480,44205,1,261124
"2124",33049,"State Volunteer Mut Ins Co",1990,1993,4,38200,12288,0,57685,13480,44205,1,261124
"2125",33049,"State Volunteer Mut Ins Co",1990,1994,5,34890,15164,0,57685,13480,44205,1,261124
"2126",33049,"State Volunteer Mut Ins Co",1990,1995,6,33160,18892,0,57685,13480,44205,1,261124
"2127",33049,"State Volunteer Mut Ins Co",1990,1996,7,31439,19277,0,57685,13480,44205,1,261124
